         1076718 function calls (1074662 primitive calls) in 13.756 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 missing.py:564(clean_reindex_fill_method)
       10    0.000    0.000    0.000    0.000 base.py:3646(_ensure_has_len)
       10    0.000    0.000    0.001    0.000 forward_simulation.py:72(BA0_lower_BAT_Sb)
       20    0.000    0.000    0.000    0.000 range.py:229(is_unique)
       20    0.000    0.000    0.000    0.000 numeric.py:128(inferred_type)
       10    0.000    0.000    0.000    0.000 inference.py:62(is_named_tuple)
       10    0.000    0.000    0.000    0.000 {range}
       10    0.000    0.000    0.000    0.000 merge.py:1615(_maybe_check_integrity)
       10    0.000    0.000    0.000    0.000 missing.py:66(clean_fill_method)
       10    0.000    0.000    0.000    0.000 {pandas.algos.ensure_platform_int}
       10    0.000    0.000    0.000    0.000 forward_simulation.py:64(BA0_lower_BAT_Sw)
       10    0.000    0.000    0.000    0.000 base.py:819(ndim)
       10    0.000    0.000    0.000    0.000 forward_simulation.py:80(BA0_lower_BAT_Pl)
        1    0.000    0.000    0.001    0.001 internals.py:3368(as_matrix)
        1    0.000    0.000    0.000    0.000 base.py:1309(is_all_dates)
        1    0.000    0.000    0.001    0.001 generic.py:2868(as_matrix)
        1    0.000    0.000    0.000    0.000 base.py:1315(__iter__)
        1    0.000    0.000    0.000    0.000 cast.py:867(_find_common_type)
        1    0.000    0.000    0.000    0.000 base.py:1301(inferred_type)
        1    0.000    0.000    0.000    0.000 internals.py:3239(is_mixed_type)
        1    0.000    0.000    0.001    0.001 generic.py:2910(values)
        1    0.000    0.000    0.000    0.000 {pandas.lib.is_datetime_array}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 cast.py:876(<genexpr>)
        1    0.000    0.000    0.000    0.000 {iter}
